Sr No,Date,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,Remarks
1237,24-11-16,Betterplace,Consumer Internet,Background Verification Services,Bangalore,Venture Highway,Seed Funding,0,
1238,24-11-16,ShareChat,Consumer Internet,Local Language Social Networking Platform,Mumbai,"Lightspeed India Partners, SAIF Partners, India Quotient, Venture Highway",Private Equity,4000000,
1239,24-11-16,UClean,Consumer Internet,Tech Enabled Laundry Service Provider,Gurgaon,Franchise India,Private Equity,0,
1240,24-11-16,Servify,Consumer Internet,Personal Device Assistant App,Mumbai,"Blume Ventures, BEENEXT, Barkawi Holdings GmbH, TM Service Technology Holdings Gmbh, Sreevathsa Prabhakar",Private Equity,0,
1241,25-11-16,Hubilo,Consumer Internet,End-to-end Event Organizers Solutions,Ahmedabad,"Girish Mathrubootham, VC Karthic, Miten Mehta, Umasankar Nistala, Rakesh Patel, Akash Bhavsar, Jeevanandhan Rajagopal, Vikas Chadha & Others",Seed Funding,0,
1242,25-11-16,FunOnGo,Consumer Internet,Digital Media Content and Distribution platform,Mumbai,Reliance Entertainment,Private Equity,0,
1243,25-11-16,121Policy,Consumer Internet,Online Insurance Platform,Kolkata,Xelpmoc,Seed Funding,0,
1244,26-11-16,TapChief,Consumer Internet,Professional Expert Advice Platform,Bangalore,"Paytm, Aprameya Radhakrishna, Subramanya Venkat, Venk Krishnan",Seed Funding,0,
1245,28-11-16,Kloseby,Consumer Internet,proximity based\\xc2\\xa0 Rewards platform,Bangalore,Undisclosed Investor,Seed Funding,100000,
1246,28-11-16,WholeSaleBox,eCommerce,B2B Wholesale Apparel Marketplace,Jaipur,"Manish Maheshwari, Contrarian Vriddhi Fund",Private Equity,2000000,
1247,29-11-16,Crossahead,Consumer Internet,Creative Artists Discovery & Booking platform,Noida,Mohit Sharma,Seed Funding,0,
1248,29-11-16,Affordplan,Consumer Internet,Savings platform for Medical Expenses,New Delhi,"Prime Venture Partners, Kalaari Capital",Private Equity,3000000,
1249,30-11-16,HandyTrain,Consumer Internet,Mobile App for SAAS based Training,Goa,"Silver Range Investments, Lumina Datamatics, Shun Yoshida & Others",Private Equity,1000000,
1250,30-11-16,ShopsUp,eCommerce,Hyperlocal Shopping App,Bangalore,"Anand Sankeshwar, Yang Shu",Seed Funding,963000,
1251,30-11-16,Indofash,eCommerce,Ethnic Indian Fashion Marketplace,Bangalore,"Shekhar Sahu, Nitesh Pant",Seed Funding,150000,
1252,30-11-16,Entropika,Technology,"AI, Machine learning Solutions",Bangalore,"Dileep Bhatt, Milind Chaudhary",Seed Funding,200000,
1253,30-11-16,MarianaIQ,Technology,AI-driven B2B marketing platform,Bangalore,Exfinity Venture Partners,Private Equity,2000000,
1254,30-11-16,Chai Thela,Food & Beverage,Quick Service Restaurants,Noida,Quarizon,Seed Funding,218000,
1255,30-11-16,Interviewpad,Technology,Engineering Interview facilitation platform,Pune,Krishna Rokhale,Seed Funding,100000,
1256,30-11-16,Math Buddy,Consumer Internet,Online Math Learn,Vadodara,Menterra Social Impact Fund,Seed Funding,440000,
1257,30-11-16,Pulse,Consumer Internet,Campus Social Networking App,Bangalore,SAIF Partners,Private Equity,500000,
1258,30-11-16,MonkeyBox,Consumer Internet,Healthy Food Delivery platform,Bangalore,Blume Ventures & Others,Seed Funding,0,
1259,30-11-16,Carcrew.in,Consumer Internet,Online Car repair Marketplace,Mumbai,TVS Group,Seed Funding,500000,
1260,03-10-16,MeraKisan,eCommerce,Fruit & vegetable eTailer,Bangalore,Mahindra Univeg,Seed Funding,0,
1261,03-10-16,Mystifly,Consumer Internet,Airline Ticket Aggregator,Bangalore,Recruit Holdings,Private Equity,5000000,
1262,03-10-16,HelpChat,Consumer Internet,AI Powered Content & Commerce platform,Bangalore,"American Express Ventures, Sequoia Capital",Private Equity,0,
1263,03-10-16,Uniphore,Technology,Speech Recognition Solutions,Chennai,"IDG Ventures, Indian Angel Network (IAN), YourNest Angel Fund",Private Equity,2000000,
1264,03-10-16,World Art Community,eCommerce,Art & Craft Marketplace,Gurgaon,Viraj Tyagi & Others,Seed Funding,200000,
1265,04-10-16,Giftxoxo,eCommerce,Online Gifting platform,Bangalore,Mahindra Holidays & Resorts India Ltd,Private Equity,450000,
1266,04-10-16,Bharat Bazaar,eCommerce,Online B2B Marketplace,Mumbai,"BeeNext, TV Mohandas Pai, Kunal Shah, Sandeep Tandon",Seed Funding,0,
1267,04-10-16,GOQii,Consumer Internet,Health & Fitness Wearable Device,Mumbai,Ratan Tata,Private Equity,0,
1268,04-10-16,India Gifts Portal,eCommerce,Online Gifting platform,Noida,"Naveen Arya, Tarun Joshi",Private Equity,2000000,
1269,04-10-16,Moglix,eCommerce,Industrial & Home products marketplace,Noida,"Accel Partners, Jungle Ventures, SeedPlus",Private Equity,4200000,
1270,04-10-16,NetLinx,Consumer Internet,Internet Service Provider,Hyderabad,"Xchange Investors NV, TransGlobal FZC",Private Equity,3000000,
1271,04-10-16,Scandid,Consumer Internet,Product Shopping Comparison App,Pune,3One4 Capital,Private Equity,0,
1272,04-10-16,Remitr,Consumer Internet,Foreign Currency Payments Platform,Mumbai,"Vijay Shekhar Sharma, Pravin Gandhi,\\xc2\\xa0 Smart Start Fund; Kunal Shah,\\xc2\\xa0 Sandeep Tandon, Vishal Gondal, & Others",Seed Funding,1000000,
1273,04-10-16,InnerChef,Consumer Internet,Online food ordering platform,Gurgaon,"Mistletoe, M&S Partners",Private Equity,2500000,
1274,04-10-16,AppsDaily,Consumer Internet,"Mobile Phone Theft, Damage Protection platform",Mumbai,"Zodius Capital, Kalaari Capital, Qualcomm Ventures, Russian venture capital fund Ru-Net, Mumbai Angels",Private Equity,3750000,
1275,05-10-16,MuhurtMaza,Consumer Internet,Online Puja Booking Service,Pune,Undisclosed Investor,Seed Funding,0,
1276,05-10-16,Azuro,Consumer Internet,Rental Property Finder platform,Mumbai,"White Unicorn Ventures, Kae Capital, Mumbai Angels",Private Equity,0,
1277,05-10-16,NeuroSynaptic,Technology,Remote Healthcare Delivery Solutions,Bangalore,"Indian Angel Network, Healthsquad, Axilor Ventures",Private Equity,0,
1278,05-10-16,UE LifeSciences,Technology,Mobile Health Technology Solutions,Mumbai,"Kiran Mazumdar-Shaw, Unitus Seed Fund",Private Equity,1200000,
1279,06-10-16,FindmeaShoe,Consumer Internet,Footwear Recommendation App,Bangalore,Ventureast Fund Advisors,Seed Funding,0,
1280,06-10-16,RealBox,Technology,Data Sciences Platform,Noida,Hyderabad Angels,Seed Funding,300000,
1281,06-10-16,Sportido,Consumer Internet,Sports Discovery platform,Noida,Sumpoorna Group,Seed Funding,0,
1282,06-10-16,GoZefo,eCommerce,Used Furniture & Appliances Marketplace,Bangalore,"Helion Venture Partners, BeeNext",Private Equity,1050000,
1283,07-10-16,RayIOT,Technology,Baby Monitoring Devices manufacturer,Bangalore,HAX Accelerator,Seed Funding,100000,
1284,07-10-16,KOOH Sports,Technology,Sports Training & Technology,Mumbai,"HDFC, Faering Capital, Elevate Sports",Private Equity,2200000,
1285,07-10-16,Flexiloans,Consumer Internet,Online Funds Raising Platform,Mumbai,"Sanjay Nayar, Vikram Sud, Anil Jaggia, Narayan Seshadri",Private Equity,15000000,
1286,07-10-16,Sibia Analytics,Technology,Marketing & Customer Analytics Solutions,Kolkata,Radhakrishnan Natarajan & Others,Seed Funding,0,
1287,10-10-16,Vithi.com,eCommerce,Online Hair Extension etailer,New Delhi,undisclosed investor,Seed Funding,375000,
1288,11-10-16,Yupp TV,Consumer Internet,Internet-based TV streaming service provider,Bangalore,Emerald Media,Private Equity,50000000,
1289,11-10-16,Deyor Camps,Consumer Internet,Branded Camping location Aggregator,Gurgaon,"Nitin Passi, Manickam Mahalingam, Udaan Angels, Rajesh Arora, Arkas Industries",Seed Funding,500000,
1290,12-10-16,ZipLoan,Consumer Internet,online lending platform,New Delhi,"GrowX Ventures, Sunil Kalra, Arun Venkatachalam,\\xc2\\xa0 Badal Malick",Seed Funding,0,
1291,13-10-16,FabAlley,ecommerce,online fashion brand store,Noida,"India Quotient, FAO Ventures, Indian Angel Network, Tushar Singh, Ranjan Sharma",Private Equity,2000000,
1292,13-10-16,Shoekonnect,eCommerce,B2B Marketplace for Shoes,Agra,Indian Angel Network,Seed Funding,0,
1293,13-10-16,Maya,Consumer Internet,Womens Health Tracker App,Bangalore,Rajan Anandan,Seed Funding,0,
1294,13-10-16,RoboVac,Technology,waterless car washing solution,Ahmedabad,Virendra Patel,Seed Funding,450000,
1295,14-10-16,Newspatrolling,Consumer Internet,Online News portal,New Delhi,Undisclosed,Seed Funding,25000,
1296,14-10-16,Postman,Consumer Internet,API Platform,Bangalore,Nexus Venture Partners,Private Equity,7000000,
1297,14-10-16,ISFC,Finance,Education Sector Lending,Hyderabad,Gray Matters Capital,Private Equity,6000000,
1298,14-10-16,BeatRoute,Technology,SAAS based mobile application platform,Gurgaon,Quarizon Consultancy Services LLP,Seed Funding,0,
1299,14-10-16,Kidsstoppress,Consumer Internet,Parenting and Baby care Platform,Mumbai,Karan Bhagat,Seed Funding,0,
1300,14-10-16,Innov8,Consumer Internet,Co-Working Spaces aggregator,Bangalore,Punit Soni,Seed Funding,0,
1301,15-10-16,DailyHunt,Consumer Internet,Vernacular content mobile app,Bangalore,"ByteDance, Arun Sarin, Matrix Partners, Sequoia Capital India, Omidyar Network,\\xc2\\xa0 Falcon Edge",Private Equity,25000000,
1302,15-10-16,Tazzo Bikes,Consumer Internet,Motorbike rental platform,Hyderabad,DSG Consumer Partners,Seed Funding,227000,
1303,15-10-16,MyKindofJob,Consumer Internet,Internet & Fresher Job platform,Mumbai,"Mayank Shah, Shreyans Shah",Seed Funding,1000000,
1304,17-10-16,Trilyo,Technology,B2B SAAS based product,Bangalore,"Vishnu Bhat, Rajiv Lunkad, Naresh Ravindranath",Seed Funding,0,
1305,17-10-16,Rooter,Consumer Internet,Sports Social Network mobile app,New Delhi,"Boman Irani, Dhruv Chitgopekar, Prantik Dasgupta",Seed Funding,0,
1306,17-10-16,Yumigo,Consumer Internet,App based Travel Discovery and Transactions platform,Gurgaon,Hemant Sahni,Seed Funding,300000,
1307,17-10-16,Rentalpha,Others,equipment rental and leasing company,Mumbai,Bravia Capital,Private Equity,16000000,
1308,18-10-16,3Dexter,Technology,3D Printing Solutions for Edu space,New Delhi,Newbie Promoters,Seed Funding,150000,
1309,18-10-16,BabyChakra,Consumer Internet,Parenting and Child Care portal,Mumbai,RoundGlass Partners,Private Equity,0,
1310,18-10-16,Coppre,eCommerce,Copper based items etailer,Pune,Ganesh Natarajan,Seed Funding,0,
1311,18-10-16,MySUN,Technology,Solar Energy harnessing products marketplace,Noida,General Catalyst Partners,Private Equity,2500000,
1312,18-10-16,ePathsala,Technology,Cloud based ERP for Accreditation & ICT,Bangalore,"Hyderabad Angels, TLabs",Seed Funding,0,
1313,19-10-16,Furlenco,Consumer Internet,Online Furniture Rental platform,Bangalore,"Lightbox Ventures, Axis Capital & Others",Private Equity,30000000,
1314,19-10-16,Fisdom,Consumer Internet,Personal Wealth Management Platform & App,Bangalore,"Saama Capital, Raghunandan G, Aprameya Radhakrishna",Private Equity,1100000,
1315,19-10-16,Actofit,Technology,Wearable Technology platform & devices,Mumbai,Next Orbit Ventures Fund,Private Equity,750000,
1316,20-10-16,Stayology,Consumer Internet,Stay & Travel related services,Bangalore,Ranjan Pai,Seed Funding,0,
1317,20-10-16,Hipcask,Consumer Internet,Alcoholic beverage discovery platform,Mumbai,Mobikon,Seed Funding,0,
1318,20-10-16,RailYatri,Consumer Internet,Train Travel Info mobile app,Noida,"Helion Ventures, Blume ventures",Private Equity,0,
1319,21-10-16,ChatOnGo,Consumer Internet,Hyperlocal\\xc2\\xa0 Communication Mobile app,Mumbai,Janak Jain,Seed Funding,300000,
1320,23-10-16,WOTU,eCommerce,B2B Marketplace for traders,Bangalore,KAE capital,Seed Funding,0,
1321,24-10-16,Healthians,Consumer Internet,Health Test Discovery & Ordering service,Gurgaon,BEENEXT,Private Equity,3000000,
1322,24-10-16,Box8,Consumer Internet,Online Food Ordering platform/App,Mumbai,"IIFL Seed Ventures Fund, Mayfield Ventures",Private Equity,7500000,
1323,25-10-16,Kredx,eCommerce,Invoice discounting marketplace,Bangalore,Sequoia Capital,Private Equity,6000000,
1324,25-10-16,CreditMate,Consumer Internet,Credit Report Info platform,Mumbai,India Quotient,Seed Funding,500000,
1325,25-10-16,Pickrr,Technology,Courier Logistics & Order management Solutions,New Delhi,Swastika Company Ltd,Seed Funding,0,
1326,25-10-16,SatvaKart,eCommerce,Online Grocery Etailer,Gurgaon,Nimit Panigrahi,Seed Funding,0,
1327,25-10-16,SooperMO,Technology,Android utility app suite creator,Gurgaon,Lalit Vase,Seed Funding,100000,
1328,26-10-16,OrangeTwig,Consumer Internet,Social Media Marketing platform,New Delhi,Undisclosed investor,Seed Funding,1000000,
1329,26-10-16,Wooplr,Consumer Internet,Fashion Discovery App,Bangalore,"Astarc Ventures, Anand Chandrasekaran",Seed Funding,0,
1330,26-10-16,The Kettlery,eCommerce,Online Tea Etailer,Ahmedabad,"hooting Starts Sports LLP, Franchise India Brands",Private Equity,1000000,
1331,27-10-16,Idea Bubbles,Consumer Internet,Doctor Consulting platform,Bangalore,"1Crowd, Eureka Forbes Ltd, Shapoorji Pallonji & Co. Ltd.",Private Equity,700000,
1332,27-10-16,FR8,Technology,Truck Fleet Operation platform,Chennai,Omnivore Partners,Private Equity,971000,
1333,27-10-16,Ather Energy,Technology,Electric Vehicle Manufacturer,Bangalore,Hero MotoCorp,Private Equity,27000000,
1334,28-10-16,Pikkol,Logistics,Relocation Service provider,Bangalore,"Ajay Nanavati, Afsal Salu",Seed Funding,0,
1335,29-10-16,Velmenni,Technology,LiFi based wireless communication provider,New Delhi,Kalaari Capital,Seed Funding,100000,
1336,29-10-16,Volta Motors,Technology,Electric Bike Manufacturer,Chennai,Kalaari Capital,Seed Funding,100000,
1337,29-10-16,Cyclops,Technology,Clinical and Wearable Diagnostic Product creator,Bangalore,Kalaari Capital,Seed Funding,100000,
1338,30-10-16,Impact Analytics,Technology,Business intelligence and data science Startup,Bangalore,"Aarin Capital, Michael Herzig, Ashish Lakhanpal",Private Equity,750000,
1339,31-10-16,Talent Next,Consumer Internet,Talent Discovery & Audition management platform,Mumbai,Karanpal Singh & Others,Seed Funding,1000000,
1340,01-09-16,Mad Street Den,Technology,Artificial Intelligence platform,Chennai,"Sequoia India, Exfinity Ventures, growX ventures,",Private Equity,0,
1341,01-09-16,Mihup,Technology,Personal Digital Assistant,Kolkata,Accel Partners,Private Equity,6700000,
1342,01-09-16,Renowala,eCommerce,Home Improvement Marketplace,Hyderabad,Pradeep Dhobale,Seed Funding,0,
1343,01-09-16,Lucideus,Technology,IT Risk Assessment and Digital Security Services provider.,New Delhi,Amit Choudhary,Seed Funding,0,
1344,04-09-16,Trackbizz,Technology,Field Force Automation System,Kochi,Grasshoppers,Private Equity,0,
1345,05-09-16,Social Quotient,Technology,Platform for Social Causes,Mumbai,"Anita Dongre, Yash Dongre, Milind Sarwate",Seed Funding,0,
1346,05-09-16,Stalk Buy Love,eCommerce,Fashion Apparel eTailer,New Delhi,William Bissel,Seed Funding,0,
1347,06-09-16,eShakti,eCommerce,Women\xe2\x80\x99s Fashion Apparel eTailer,Chennai,"Infina Finance Pvt. Ltd, Uday Kotak",Private Equity,1350000,
1348,06-09-16,CheersOye!,Consumer Internet,Online Gift Vouchers platform,Mumbai,Undisclosed Investors,Seed Funding,500000,
1349,06-09-16,Lenskart,eCommerce,Online Eyewear eTailer,New Delhi,PremjiInvest,Private Equity,0,
1350,06-09-16,BigStylist,Consumer Internet,Hyperlocal doorstep Beauty Services provider,Mumbai,Info Edge (India) Ltd,Private Equity,900000,
1351,07-09-16,Zilingo,eCommerce,Online Fashion Retailer,Bangalore/ Bangkok,"Venturra Capital, Sequoia India, Susquehanna International Group.\\xc2\\xa0 Wavemaker Partners, Beenext, Beenos, Digital Garage",Private Equity,8000000,
1352,07-09-16,Alternacare,Consumer Internet,Online Doctor Consulting platform,New Delhi,Eros Labs,Seed Funding,500000,
1353,07-09-16,Simplilearn,Education,Online Certification programs,Bangalore,InnoVen Capital India,Private Equity,6000000,
1354,07-09-16,Prozo,eCommerce,Study Material Marketplace,Gurgaon,"Earlsfield Capital, Sailender Solanki, Rajiv Solanki",Seed Funding,315000,
1355,08-09-16,TopRankers,Education,Online Test Preparation platform,Bangalore,"CareerNet Consulting Pvt. Ltd, Ideation Initiative Pvt. Ltd,",Seed Funding,670000,
1356,08-09-16,BuildTraders,eCommerce,Online Construction Materials Marketplace,Bangalore,Idein Ventures,Seed Funding,200000,
1357,09-09-16,Byju\\xe2\\x80\\x99s,Education,Online Learning App,Bangalore,"Chan Zuckerberg Initiative, Times Internet Ltd, Sequoia Capital, Sofina, Lightspeed Ventures",Private Equity,50000000,
1358,09-09-16,NoBroker,Consumer Internet,Online Home Rental platform,Bangalore,Anand Chandrasekaran,Seed Funding,0,
1359,10-09-16,Freshboxx,eCommerce,Fruits & vegetable eTailer,Hubli,Ravi Linganuri,Seed Funding,0,
1360,10-09-16,CureInstant,Consumer Internet,Social Health Networking Platform,New Delhi,Dr. Rameshwar Kumar,Seed Funding,150000,
1361,10-09-16,Poshtic,Consumer Internet,Online health & Wellness platform,Noida,"havya Sharma, Amit Nagar",Seed Funding,450000,
1362,10-09-16,KarmaCircles,Consumer Internet,Peer-to-peer Social Learning platform,New Delhi,"Harinder Takhar, Zain Raj, Dr. Prasad Kaipa, Abaran Deep, Aseem Sood, Mustafa Patni",Seed Funding,0,
1363,12-09-16,Purple Style Labs,Consumer Internet,Personal Styling Online platform,Mumbai,"Augment Ventures, Rahul Kayan, Nikhil Golcha, Shubham Gupta, Roy Kwan",Seed Funding,448000,
1364,12-09-16,Inuxu,Technology,Online Advertising Solutions,Pune,Fork Media,Private Equity,3000000,
1365,12-09-16,Nykaa,eCommerce,Online Beauty products eTailer,Mumbai,"Sunil Munjal, Mariwala family",Private Equity,12300000,
1366,12-09-16,Glam Studios,Consumer Internet,Beauty Salon Aggregator,Noida,"Pradeep Mirani, Aqeel Ahmed, Anand Ladsariya, Nitin Agarwal",Seed Funding,300000,
1367,13-09-16,Findow,Consumer Internet,Fashion Discovery Mobile app,Bangalore,Raj Singh Bhandal,Seed Funding,0,
1368,13-09-16,IdeaChakki,Consumer Internet,Restaurant Menu & Food mobile app,Delhi,Ratan Tata,Seed Funding,0,
1369,13-09-16,ShoeKonnect,eCommerce,Footwear & Leather B2B App,Agra,Indian Angels Network,Seed Funding,0,
1370,13-09-16,NearBuy,Consumer Internet,Online Deals & Discount platform,Gurgaon,BlackSoil Capital Pvt. Ltd.,Private Equity,2500000,
1371,14-09-16,ZeroInfy,Consumer Internet,Online Video Lectures platform,Kolkata,Calcutta Angels Network,Seed Funding,0,
1372,14-09-16,Flocareer,Consumer Internet,Jobs & Skill Validation platform,Bangalore,"Balasubramanian Krishnamurthy, Sidhartha Hazarika & Others",Seed Funding,150000,
1373,14-09-16,LensPick,eCommerce,eyewear eTailer,Bangalore,Scadea Solutions Inc,Private Equity,0,
1374,15-09-16,infeedo,Consumer Internet,Employee engagement platform,Gurgaon,"Dheeraj Jain, Palash Jain, Anupam Mittal, Ameera Shah,\\xc2\\xa0 Vivek Bhargava, Rahul Singh, Ambarish Gupta,",Seed Funding,200000,
1375,15-09-16,Furlenco,eCommerce,Online furniture rental startup,Bangalore,Lightbox Ventures and others,Private Equity,5000000,
1376,15-09-16,GoPigeon,Consumer Internet,on-demand logistics service provider,Bangalore,Nexus Venture Partners,Private Equity,1500000,
1377,16-09-16,NewsDistill,Consumer Internet,City based News Aggregator App,Hyderabad,"Ganesh Narasimhan, Ramana Thumu, Sudhir Mallem",Seed Funding,100000,
1378,16-09-16,DoctorInsta,Consumer Internet,Online Doctor Consultations,Gurgaon,RoundGlass Partners,Private Equity,1000000,
1379,19-09-16,Milofy,Consumer Internet,Couple Socialization App,Bangalore,Accel Partners,Seed Funding,750000,
1380,19-09-16,Liqvid,Technology,Integrated eLearning content solutions,New Delhi,Gray Matters Capital,Private Equity,0,
1381,19-09-16,Swiggy,Consumer Internet,Online Food Ordering & Delivery,Bangalore,Bessemer Venture Partners,Private Equity,15000000,
1382,20-09-16,Codemojo,Consumer Internet,Customer Engagement Platform,Bangalore,CIO Angel Network,Seed Funding,0,
1383,20-09-16,JustLikeNew,eCommerce,Online gadget Repair Services Marketplace,Hyderabad,LetsVenture,Seed Funding,500000,
1384,20-09-16,JoeHukum,Technology,Enterprise customer engagement solutions,New Delhi,Sumit Jain,Seed Funding,0,
1385,21-09-16,Co Life,Consumer Internet,shared living and working spaces platform,Bangalore,Undisclosed Investors,Seed Funding,1000000,
1386,21-09-16,PurpleDocs,Consumer Internet,Electronic Health care records platform,Vadodara,"KellyGamma, Lead Angels & Others",Seed Funding,0,
